type,id,name,campus,district,county,overall,overall_score,1_achievement,1_achievement_score,2_progress,2_progress_score,3_gaps,3_gaps_score,student_pop,region,perc_econ_disadvantage,type_detail,absolute_url
campus,108804002.0,TRIUMPH PUBLIC HIGH SCHOOLS-MCALLEN,TRIUMPH PUBLIC HIGH SCHOOLS-MCALLEN,TRIUMPH PUBLIC HIGH SCHOOLS-RIO GRANDE VALLEY,Hidalgo,A,97,A,91,A,90,B,81,125,REGION 01: EDINBURG,88.8%,High School,/districts/triumph-public-high-schools-rio-gr/triumph-public-high-schools-mcalle/
campus,108804003.0,TRIUMPH PUBLIC HIGH SCHOOLS-SAN BENITO,TRIUMPH PUBLIC HIGH SCHOOLS-SAN BENITO,TRIUMPH PUBLIC HIGH SCHOOLS-RIO GRANDE VALLEY,Hidalgo,A,100,A,93,B,86,Not Rated,.,137,REGION 01: EDINBURG,90.5%,High School,/districts/triumph-public-high-schools-rio-gr/triumph-public-high-schools-san-be/
campus,108804004.0,TRIUMPH PUBLIC HIGH SCHOOLS-BROWNSVILLE,TRIUMPH PUBLIC HIGH SCHOOLS-BROWNSVILLE,TRIUMPH PUBLIC HIGH SCHOOLS-RIO GRANDE VALLEY,Hidalgo,A,96,A,91,B,88,Not Rated,.,111,REGION 01: EDINBURG,92.8%,High School,/districts/triumph-public-high-schools-rio-gr/triumph-public-high-schools-browns/
district,108807.0,IDEA PUBLIC SCHOOLS,,IDEA PUBLIC SCHOOLS,Hidalgo,B,89,B,89,B,89,B,88,"67,988",REGION 01: EDINBURG,83.3%,District,/districts/idea-public-schools/
campus,108807001.0,IDEA COLLEGE PREP,IDEA COLLEGE PREP,IDEA PUBLIC SCHOOLS,Hidalgo,B,89,A,91,A,93,B,81,716,REGION 01: EDINBURG,96.6%,Elem/Secondary,/districts/idea-public-schools/idea-college-prep/
campus,108807002.0,IDEA QUEST COLLEGE PREPARATORY,IDEA QUEST COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,97,A,96,A,95,A,100,688,REGION 01: EDINBURG,81.1%,Elem/Secondary,/districts/idea-public-schools/idea-quest-college-preparatory/
campus,108807003.0,IDEA FRONTIER COLLEGE PREPARATORY,IDEA FRONTIER COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,97,A,95,A,94,A,100,763,REGION 01: EDINBURG,91.0%,Elem/Secondary,/districts/idea-public-schools/idea-frontier-college-preparatory/
campus,108807004.0,IDEA COLLEGE PREPARATORY MISSION,IDEA COLLEGE PREPARATORY MISSION,IDEA PUBLIC SCHOOLS,Hidalgo,B,89,A,91,A,93,B,80,779,REGION 01: EDINBURG,94.6%,Elem/Secondary,/districts/idea-public-schools/idea-college-preparatory-mission/
campus,108807005.0,IDEA COLLEGE PREPARATORY SAN BENITO,IDEA COLLEGE PREPARATORY SAN BENITO,IDEA PUBLIC SCHOOLS,Hidalgo,A,92,A,93,A,94,B,88,763,REGION 01: EDINBURG,78.9%,Elem/Secondary,/districts/idea-public-schools/idea-college-preparatory-san-benit/
campus,108807006.0,IDEA COLLEGE PREPARATORY SAN JUAN,IDEA COLLEGE PREPARATORY SAN JUAN,IDEA PUBLIC SCHOOLS,Hidalgo,A,90,A,90,A,92,B,84,736,REGION 01: EDINBURG,86.7%,Elem/Secondary,/districts/idea-public-schools/idea-college-preparatory-san-juan/
campus,108807007.0,IDEA COLLEGE PREPARATORY ALAMO,IDEA COLLEGE PREPARATORY ALAMO,IDEA PUBLIC SCHOOLS,Hidalgo,A,91,A,92,A,94,B,84,736,REGION 01: EDINBURG,92.3%,Elem/Secondary,/districts/idea-public-schools/idea-college-preparatory-alamo/
campus,108807008.0,IDEA COLLEGE PREPARATORY PHARR,IDEA COLLEGE PREPARATORY PHARR,IDEA PUBLIC SCHOOLS,Hidalgo,A,92,A,91,A,94,B,87,796,REGION 01: EDINBURG,92.8%,Elem/Secondary,/districts/idea-public-schools/idea-college-preparatory-pharr/
campus,108807009.0,IDEA EDINBURG COLLEGE PREPARATORY,IDEA EDINBURG COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,91,A,93,A,94,B,83,732,REGION 01: EDINBURG,82.8%,Elem/Secondary,/districts/idea-public-schools/idea-edinburg-college-preparatory/
campus,108807010.0,IDEA COLLEGE PREP WESLACO,IDEA COLLEGE PREP WESLACO,IDEA PUBLIC SCHOOLS,Hidalgo,B,89,A,93,A,93,B,81,749,REGION 01: EDINBURG,84.9%,Elem/Secondary,/districts/idea-public-schools/idea-college-prep-weslaco/
campus,108807011.0,IDEA MCALLEN COLLEGE PREPARATORY,IDEA MCALLEN COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,97,A,96,A,95,A,100,751,REGION 01: EDINBURG,76.4%,Elem/Secondary,/districts/idea-public-schools/idea-mcallen-college-preparatory/
campus,108807012.0,IDEA BROWNSVILLE COLLEGE PREPARATORY,IDEA BROWNSVILLE COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,92,A,93,A,94,B,86,738,REGION 01: EDINBURG,76.2%,Elem/Secondary,/districts/idea-public-schools/idea-brownsville-college-preparato/
campus,108807013.0,IDEA WESLACO PIKE COLLEGE PREPARATORY,IDEA WESLACO PIKE COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,92,A,90,A,94,B,86,737,REGION 01: EDINBURG,81.7%,Elem/Secondary,/districts/idea-public-schools/idea-weslaco-pike-college-preparat/
campus,108807014.0,IDEA RIVERVIEW COLLEGE PREPARATORY,IDEA RIVERVIEW COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,97,A,90,A,96,A,100,804,REGION 01: EDINBURG,94.5%,Elem/Secondary,/districts/idea-public-schools/idea-riverview-college-preparatory/
campus,108807015.0,IDEA NORTH MISSION COLLEGE PREPARATORY,IDEA NORTH MISSION COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,90,C,76,A,93,B,84,739,REGION 01: EDINBURG,94.7%,Elem/Secondary,/districts/idea-public-schools/idea-north-mission-college-prepara/
campus,108807016.0,IDEA RIO GRANDE CITY COLLEGE PREPARATORY,IDEA RIO GRANDE CITY COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,B,89,C,73,A,93,B,80,485,REGION 01: EDINBURG,86.2%,Elem/Secondary,/districts/idea-public-schools/idea-rio-grande-city-college-prepa/
campus,108807017.0,IDEA TRES LAGOS COLLEGE PREPARATORY,IDEA TRES LAGOS COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,90,C,79,A,92,B,86,480,REGION 01: EDINBURG,83.1%,Elem/Secondary,/districts/idea-public-schools/idea-tres-lagos-college-preparator/
campus,108807018.0,IDEA TOROS COLLEGE PREPARATORY,IDEA TOROS COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,B,89,A,90,A,93,C,78,264,REGION 01: EDINBURG,86.0%,High School,/districts/idea-public-schools/idea-toros-college-preparatory/
campus,108807019.0,IDEA ELSA COLLEGE PREPARATORY,IDEA ELSA COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,90,C,79,A,92,B,86,443,REGION 01: EDINBURG,93.9%,Middle School,/districts/idea-public-schools/idea-elsa-college-preparatory/
campus,108807020.0,IDEA CARVER COLLEGE PREPARATORY,IDEA CARVER COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,98,A,97,A,96,A,100,695,REGION 01: EDINBURG,80.7%,Elem/Secondary,/districts/idea-public-schools/idea-carver-college-preparatory/
campus,108807021.0,IDEA SOUTH FLORES COLLEGE PREPARATORY,IDEA SOUTH FLORES COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,91,B,89,A,94,B,85,712,REGION 01: EDINBURG,74.3%,Elem/Secondary,/districts/idea-public-schools/idea-south-flores-college-preparat/
campus,108807022.0,IDEA MONTERREY PARK COLLEGE PREPARATORY,IDEA MONTERREY PARK COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,90,B,82,A,92,B,86,692,REGION 01: EDINBURG,91.5%,Elem/Secondary,/districts/idea-public-schools/idea-monterrey-park-college-prepar/
campus,108807023.0,IDEA WALZEM COLLEGE PREPARATORY,IDEA WALZEM COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,B,89,B,81,A,91,B,84,709,REGION 01: EDINBURG,83.6%,Elem/Secondary,/districts/idea-public-schools/idea-walzem-college-preparatory/
campus,108807024.0,IDEA EASTSIDE COLLEGE PREPARATORY,IDEA EASTSIDE COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,B,88,C,76,A,91,B,80,626,REGION 01: EDINBURG,94.2%,Elem/Secondary,/districts/idea-public-schools/idea-eastside-college-preparatory/
campus,108807025.0,IDEA JUDSON COLLEGE PREPARATORY,IDEA JUDSON COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,B,87,C,76,A,91,C,77,653,REGION 01: EDINBURG,75.3%,Elem/Secondary,/districts/idea-public-schools/idea-judson-college-preparatory/
campus,108807026.0,IDEA MAYS COLLEGE PREPARATORY,IDEA MAYS COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,93,A,91,A,92,A,94,617,REGION 01: EDINBURG,72.4%,Elem/Secondary,/districts/idea-public-schools/idea-mays-college-preparatory/
campus,108807027.0,IDEA NAJIM COLLEGE PREPARATORY,IDEA NAJIM COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,96,A,90,A,94,A,100,273,REGION 01: EDINBURG,95.2%,Elem/Secondary,/districts/idea-public-schools/idea-najim-college-preparatory/
campus,108807028.0,IDEA BRACKENRIDGE COLLEGE PREPARATORY,IDEA BRACKENRIDGE COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,B,86,C,77,B,89,C,78,502,REGION 01: EDINBURG,83.3%,Elem/Secondary,/districts/idea-public-schools/idea-brackenridge-college-preparat/
campus,108807029.0,IDEA EWING HALSELL COLLEGE PREPARATORY,IDEA EWING HALSELL COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,B,86,C,77,B,87,B,82,461,REGION 01: EDINBURG,78.3%,Elem/Secondary,/districts/idea-public-schools/idea-ewing-halsell-college-prepara/
campus,108807030.0,IDEA INGRAM HILLS COLLEGE PREPARATORY,IDEA INGRAM HILLS COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,B,89,B,80,A,90,B,88,341,REGION 01: EDINBURG,90.6%,Middle School,/districts/idea-public-schools/idea-ingram-hills-college-preparat/
campus,108807035.0,IDEA MONTOPOLIS COLLEGE PREPARATORY,IDEA MONTOPOLIS COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,B,89,B,89,A,92,B,82,780,REGION 01: EDINBURG,91.4%,Elem/Secondary,/districts/idea-public-schools/idea-montopolis-college-preparator/
campus,108807036.0,IDEA RUNDBERG COLLEGE PREPARATORY,IDEA RUNDBERG COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,96,A,90,A,94,A,100,762,REGION 01: EDINBURG,90.3%,Elem/Secondary,/districts/idea-public-schools/idea-rundberg-college-preparatory/
campus,108807037.0,IDEA BLUFF SPRINGS COLLEGE PREPARATORY,IDEA BLUFF SPRINGS COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,B,84,C,73,B,87,C,78,658,REGION 01: EDINBURG,85.7%,Elem/Secondary,/districts/idea-public-schools/idea-bluff-springs-college-prepara/
campus,108807038.0,IDEA PFLUGERVILLE COLLEGE PREPARATORY,IDEA PFLUGERVILLE COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,B,88,B,80,A,90,B,83,474,REGION 01: EDINBURG,77.6%,Middle School,/districts/idea-public-schools/idea-pflugerville-college-preparat/
campus,108807039.0,IDEA KYLE COLLEGE PREPARATORY,IDEA KYLE COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,B,84,B,80,B,85,B,82,450,REGION 01: EDINBURG,62.0%,Middle School,/districts/idea-public-schools/idea-kyle-college-preparatory/
campus,108807040.0,IDEA RIO VISTA COLLEGE PREPARATORY,IDEA RIO VISTA COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,94,B,86,A,92,A,99,335,REGION 01: EDINBURG,86.9%,Middle School,/districts/idea-public-schools/idea-rio-vista-college-preparatory/
campus,108807083.0,IDEA OWASSA COLLEGE PREPARATORY,IDEA OWASSA COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,95,B,83,A,93,A,98,390,REGION 01: EDINBURG,94.1%,Middle School,/districts/idea-public-schools/idea-owassa-college-preparatory/
campus,108807084.0,IDEA EDGEMERE COLLEGE PREPARATORY,IDEA EDGEMERE COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,B,86,B,86,A,90,C,78,469,REGION 01: EDINBURG,62.7%,Middle School,/districts/idea-public-schools/idea-edgemere-college-preparatory/
campus,108807085.0,IDEA MESA HILLS COLLEGE PREPARATORY,IDEA MESA HILLS COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,92,B,89,A,93,A,90,302,REGION 01: EDINBURG,70.5%,Middle School,/districts/idea-public-schools/idea-mesa-hills-college-preparator/
campus,108807086.0,IDEA RISE COLLEGE PREPARATORY,IDEA RISE COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,97,A,92,A,95,A,100,343,REGION 01: EDINBURG,86.6%,Middle School,/districts/idea-public-schools/idea-rise-college-preparatory/
campus,108807087.0,IDEA ACHIEVE COLLEGE PREPARATORY,IDEA ACHIEVE COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,91,B,84,A,92,A,90,293,REGION 01: EDINBURG,85.3%,Middle School,/districts/idea-public-schools/idea-achieve-college-preparatory/
campus,108807088.0,IDEA ROBINDALE COLLEGE PREPARATORY,IDEA ROBINDALE COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,95,B,85,A,93,A,100,346,REGION 01: EDINBURG,89.6%,Middle School,/districts/idea-public-schools/idea-robindale-college-preparatory/
campus,108807089.0,IDEA LOS ENCINOS COLLEGE PREPARATORY,IDEA LOS ENCINOS COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,97,B,87,A,95,A,100,367,REGION 01: EDINBURG,91.3%,Middle School,/districts/idea-public-schools/idea-los-encinos-college-preparato/
campus,108807090.0,IDEA PARMER PARK COLLEGE PREPARATORY,IDEA PARMER PARK COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,C,78,C,71,B,80,C,72,319,REGION 01: EDINBURG,82.8%,Middle School,/districts/idea-public-schools/idea-parmer-park-college-preparato/
campus,108807091.0,IDEA HEALTH PROFESSIONS COLLEGE PREPARATORY,IDEA HEALTH PROFESSIONS COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,B,81,C,72,B,82,C,77,255,REGION 01: EDINBURG,84.7%,Middle School,/districts/idea-public-schools/idea-health-professions-college-primary-school/
campus,108807092.0,IDEA BURKE COLLEGE PREPARATORY,IDEA BURKE COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,90,B,85,A,91,B,87,332,REGION 01: EDINBURG,74.1%,Middle School,/districts/idea-public-schools/idea-burke-college-preparatory/
campus,108807093.0,IDEA HARDY COLLEGE PREPARATORY,IDEA HARDY COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,B,84,C,77,B,88,C,75,265,REGION 01: EDINBURG,83.0%,Middle School,/districts/idea-public-schools/idea-hardy-college-preparatory/
campus,108807094.0,IDEA SPEARS COLLEGE PREPARATORY,IDEA SPEARS COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,B,89,C,79,A,90,B,87,254,REGION 01: EDINBURG,74.4%,Middle School,/districts/idea-public-schools/idea-spears-college-preparatory/
campus,108807095.0,IDEA HARLINGEN COLLEGE PREPARATORY,IDEA HARLINGEN COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,92,B,80,A,92,A,91,180,REGION 01: EDINBURG,78.9%,Middle School,/districts/idea-public-schools/idea-harlingen-college-preparatory/
campus,108807096.0,IDEA SPORTS PARK COLLEGE PREPARATORY,IDEA SPORTS PARK COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,B,88,C,79,B,89,B,84,220,REGION 01: EDINBURG,85.9%,High School,/districts/idea-public-schools/idea-sports-park-college-preparato/
campus,108807097.0,IDEA PALMVIEW COLLEGE PREPARATORY,IDEA PALMVIEW COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,93,B,81,A,93,A,93,153,REGION 01: EDINBURG,96.1%,Middle School,/districts/idea-public-schools/idea-palmview-college-preparatory/
campus,108807098.0,IDEA HIDDEN MEADOW COLLEGE PREPARATORY,IDEA HIDDEN MEADOW COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,91,B,83,A,93,B,86,149,REGION 01: EDINBURG,63.8%,Middle School,/districts/idea-public-schools/idea-hidden-meadow-college-prepara/
campus,108807099.0,IDEA CONVERSE COLLEGE PREPARATORY,IDEA CONVERSE COLLEGE PREPARATORY,IDEA PUBLIC SCHOOLS,Hidalgo,A,95,A,90,A,93,A,100,192,REGION 01: EDINBURG,70.3%,Middle School,/districts/idea-public-schools/idea-converse-college-preparatory/
campus,108807101.0,IDEA ACADEMY,IDEA ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,A,90,C,74,A,95,C,79,768,REGION 01: EDINBURG,98.6%,Elementary,/districts/idea-public-schools/idea-academy/
campus,108807102.0,IDEA QUEST ACADEMY,IDEA QUEST ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,A,97,A,91,A,96,A,100,730,REGION 01: EDINBURG,87.9%,Elementary,/districts/idea-public-schools/idea-quest-academy/
campus,108807103.0,IDEA FRONTIER ACADEMY,IDEA FRONTIER ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,A,99,B,88,A,98,A,100,821,REGION 01: EDINBURG,94.6%,Elementary,/districts/idea-public-schools/idea-frontier-academy/
campus,108807104.0,IDEA ACADEMY MISSION,IDEA ACADEMY MISSION,IDEA PUBLIC SCHOOLS,Hidalgo,B,89,C,74,A,93,C,78,850,REGION 01: EDINBURG,94.1%,Elementary,/districts/idea-public-schools/idea-academy-mission/
campus,108807105.0,IDEA ACADEMY SAN BENITO,IDEA ACADEMY SAN BENITO,IDEA PUBLIC SCHOOLS,Hidalgo,A,95,B,83,A,94,A,96,850,REGION 01: EDINBURG,83.2%,Elementary,/districts/idea-public-schools/idea-academy-san-benito/
campus,108807106.0,IDEA ACADEMY SAN JUAN,IDEA ACADEMY SAN JUAN,IDEA PUBLIC SCHOOLS,Hidalgo,B,86,C,70,B,89,C,78,777,REGION 01: EDINBURG,90.5%,Elementary,/districts/idea-public-schools/idea-academy-san-juan/
campus,108807107.0,IDEA ACADEMY ALAMO,IDEA ACADEMY ALAMO,IDEA PUBLIC SCHOOLS,Hidalgo,B,89,C,74,A,93,C,78,779,REGION 01: EDINBURG,94.6%,Elementary,/districts/idea-public-schools/idea-academy-alamo/
campus,108807108.0,IDEA ACADEMY PHARR,IDEA ACADEMY PHARR,IDEA PUBLIC SCHOOLS,Hidalgo,A,91,C,76,A,96,C,79,813,REGION 01: EDINBURG,94.0%,Elementary,/districts/idea-public-schools/idea-academy-pharr/
campus,108807109.0,IDEA EDINBURG ACADEMY,IDEA EDINBURG ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,A,92,C,77,A,95,B,85,787,REGION 01: EDINBURG,84.8%,Elementary,/districts/idea-public-schools/idea-edinburg-academy/
campus,108807110.0,IDEA ACADEMY WESLACO,IDEA ACADEMY WESLACO,IDEA PUBLIC SCHOOLS,Hidalgo,A,91,C,77,A,93,B,85,668,REGION 01: EDINBURG,90.0%,Elementary,/districts/idea-public-schools/idea-academy-weslaco/
campus,108807111.0,IDEA MCALLEN ACADEMY,IDEA MCALLEN ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,A,97,B,86,A,96,A,100,858,REGION 01: EDINBURG,78.2%,Elementary,/districts/idea-public-schools/idea-mcallen-academy/
campus,108807112.0,IDEA BROWNSVILLE ACADEMY,IDEA BROWNSVILLE ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,A,97,B,89,A,95,A,100,694,REGION 01: EDINBURG,79.1%,Elementary,/districts/idea-public-schools/idea-brownsville-academy/
campus,108807113.0,IDEA WESLACO PIKE ACADEMY,IDEA WESLACO PIKE ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,A,97,A,90,A,95,A,100,840,REGION 01: EDINBURG,88.7%,Elementary,/districts/idea-public-schools/idea-weslaco-pike-academy/
campus,108807114.0,IDEA RIVERVIEW ACADEMY,IDEA RIVERVIEW ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,A,94,B,83,A,96,A,90,811,REGION 01: EDINBURG,94.6%,Elementary,/districts/idea-public-schools/idea-riverview-academy/
campus,108807115.0,IDEA NORTH MISSION ACADEMY,IDEA NORTH MISSION ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,A,94,B,83,A,96,B,89,870,REGION 01: EDINBURG,95.9%,Elementary,/districts/idea-public-schools/idea-north-mission-academy/
campus,108807116.0,IDEA RIO GRANDE CITY ACADEMY,IDEA RIO GRANDE CITY ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,A,92,C,75,A,96,B,84,812,REGION 01: EDINBURG,87.6%,Elementary,/districts/idea-public-schools/idea-rio-grande-city-academy/
campus,108807117.0,IDEA TRES LAGOS ACADEMY,IDEA TRES LAGOS ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,A,91,C,79,A,96,C,78,816,REGION 01: EDINBURG,82.1%,Elementary,/districts/idea-public-schools/idea-tres-lagos-academy/
campus,108807119.0,IDEA ELSA ACADEMY,IDEA ELSA ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,A,91,C,77,A,93,B,86,672,REGION 01: EDINBURG,95.2%,Elementary,/districts/idea-public-schools/idea-elsa-academy/
campus,108807120.0,IDEA CARVER ACADEMY,IDEA CARVER ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,A,94,A,91,A,92,A,100,629,REGION 01: EDINBURG,85.1%,Elementary,/districts/idea-public-schools/idea-carver-academy/
campus,108807121.0,IDEA SOUTH FLORES ACADEMY,IDEA SOUTH FLORES ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,A,95,A,90,A,93,A,100,841,REGION 01: EDINBURG,74.4%,Elementary,/districts/idea-public-schools/idea-south-flores-academy/
campus,108807122.0,IDEA MONTERREY PARK ACADEMY,IDEA MONTERREY PARK ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,B,87,C,75,A,91,C,78,675,REGION 01: EDINBURG,89.9%,Elementary,/districts/idea-public-schools/idea-monterrey-park-academy/
campus,108807123.0,IDEA WALZEM ACADEMY,IDEA WALZEM ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,A,94,C,78,A,96,B,89,666,REGION 01: EDINBURG,78.7%,Elementary,/districts/idea-public-schools/idea-walzem-academy/
campus,108807124.0,IDEA EASTSIDE ACADEMY,IDEA EASTSIDE ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,B,88,Not Rated: Senate Bill 1365,65,A,92,C,77,567,REGION 01: EDINBURG,95.2%,Elementary,/districts/idea-public-schools/idea-eastside-academy/
campus,108807125.0,IDEA JUDSON ACADEMY,IDEA JUDSON ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,A,94,B,80,A,93,A,96,694,REGION 01: EDINBURG,69.3%,Elementary,/districts/idea-public-schools/idea-judson-academy/
campus,108807126.0,IDEA MAYS ACADEMY,IDEA MAYS ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,A,96,A,91,A,94,A,100,674,REGION 01: EDINBURG,65.6%,Elementary,/districts/idea-public-schools/idea-mays-academy/
campus,108807127.0,IDEA NAJIM ACADEMY,IDEA NAJIM ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,A,90,C,74,A,94,C,79,704,REGION 01: EDINBURG,89.3%,Elementary,/districts/idea-public-schools/idea-najim-academy/
campus,108807128.0,IDEA BRACKENRIDGE ACADEMY,IDEA BRACKENRIDGE ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,B,88,C,76,A,91,B,81,827,REGION 01: EDINBURG,82.1%,Elementary,/districts/idea-public-schools/idea-brackenridge-academy/
campus,108807129.0,IDEA EWING HALSELL ACADEMY,IDEA EWING HALSELL ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,B,89,B,85,A,90,B,86,840,REGION 01: EDINBURG,77.0%,Elementary,/districts/idea-public-schools/idea-ewing-halsell-academy/
campus,108807130.0,IDEA INGRAM HILLS ACADEMY,IDEA INGRAM HILLS ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,A,96,A,90,A,94,A,100,635,REGION 01: EDINBURG,88.2%,Elementary,/districts/idea-public-schools/idea-ingram-hills-academy/
campus,108807135.0,IDEA MONTOPOLIS ACADEMY,IDEA MONTOPOLIS ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,B,89,C,77,A,93,B,81,706,REGION 01: EDINBURG,90.1%,Elementary,/districts/idea-public-schools/idea-montopolis-academy/
campus,108807136.0,IDEA RUNDBERG ACADEMY,IDEA RUNDBERG ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,B,88,C,72,A,92,C,78,682,REGION 01: EDINBURG,91.3%,Elementary,/districts/idea-public-schools/idea-rundberg-academy/
campus,108807137.0,IDEA BLUFF SPRINGS ACADEMY,IDEA BLUFF SPRINGS ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,A,91,C,77,A,96,B,80,675,REGION 01: EDINBURG,77.3%,Elementary,/districts/idea-public-schools/idea-bluff-springs-academy/
campus,108807138.0,IDEA PFLUGERVILLE ACADEMY,IDEA PFLUGERVILLE ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,A,90,C,75,A,93,B,82,630,REGION 01: EDINBURG,74.0%,Elementary,/districts/idea-public-schools/idea-pflugerville-academy/
campus,108807139.0,IDEA KYLE ACADEMY,IDEA KYLE ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,B,87,C,73,A,91,C,76,714,REGION 01: EDINBURG,61.1%,Elementary,/districts/idea-public-schools/idea-kyle-academy/
campus,108807140.0,IDEA RIO VISTA ACADEMY,IDEA RIO VISTA ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,B,89,C,73,A,95,C,76,874,REGION 01: EDINBURG,87.1%,Elementary,/districts/idea-public-schools/idea-rio-vista-academy/
campus,108807183.0,IDEA OWASSA ACADEMY,IDEA OWASSA ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,A,92,B,80,A,94,B,88,674,REGION 01: EDINBURG,92.3%,Elementary,/districts/idea-public-schools/idea-owassa-academy/
campus,108807184.0,IDEA EDGEMERE ACADEMY,IDEA EDGEMERE ACADEMY,IDEA PUBLIC SCHOOLS,Hidalgo,A,91,B,82,A,92,B,89,973,REGION 01: EDINBURG,66.0%,Elementary,/districts/idea-public-schools/idea-edgemere-academy/
